household_ID,cluster,consumption,mean,std
ID1965,1.0,264.7826086956522,153.4128821343718,123.00418083421654
ID1966,2.0,131.76,92.95002341552134,68.66288330097842
ID1969,3.0,561.96,113.57842232275969,77.6044360447549
ID1974,2.0,127.04,92.95002341552134,68.66288330097842
ID1978,1.0,342.56,153.4128821343718,123.00418083421654
ID1980,2.0,126.2,92.95002341552134,68.66288330097842
ID1982,0.0,179.2,131.173002724289,98.9601521767689
ID1985,1.0,230.7391304347826,153.4128821343718,123.00418083421654
ID1992,4.0,387.84,222.24722808458992,139.78949632344612
ID1993,0.0,214.16,131.173002724289,98.9601521767689
ID1998,0.0,186.8,131.173002724289,98.9601521767689
ID2009,2.0,158.54166666666666,92.95002341552134,68.66288330097842
ID2017,4.0,511.92,222.24722808458992,139.78949632344612
ID2023,2.0,181.0,92.95002341552134,68.66288330097842
ID2027,4.0,280.08,222.24722808458992,139.78949632344612
ID2040,2.0,124.0,92.95002341552134,68.66288330097842
ID2042,4.0,355.24,222.24722808458992,139.78949632344612
ID2047,2.0,205.84,92.95002341552134,68.66288330097842
ID2048,2.0,127.32,92.95002341552134,68.66288330097842
ID2058,1.0,297.0,153.4128821343718,123.00418083421654
ID2067,2.0,114.48,92.95002341552134,68.66288330097842
ID2072,1.0,429.96,153.4128821343718,123.00418083421654
ID2076,2.0,187.12,92.95002341552134,68.66288330097842
ID2077,1.0,213.92,153.4128821343718,123.00418083421654
ID2080,0.0,193.04,131.173002724289,98.9601521767689
ID2082,0.0,172.88,131.173002724289,98.9601521767689
ID2095,4.0,411.375,222.24722808458992,139.78949632344612
ID2097,0.0,191.76,131.173002724289,98.9601521767689
ID2101,3.0,163.6,113.57842232275969,77.6044360447549
ID2107,2.0,126.12,92.95002341552134,68.66288330097842
ID2113,0.0,175.84,131.173002724289,98.9601521767689
ID2117,0.0,274.0,131.173002724289,98.9601521767689
ID2118,0.0,175.6,131.173002724289,98.9601521767689
ID2131,0.0,338.70588235294116,131.173002724289,98.9601521767689
