Cluster,,household_ID,Cluster,label
1,979,ID0980,1,high
1,985,ID0986,1,high
1,987,ID0988,1,normal
1,988,ID0989,1,normal
1,994,ID0995,1,normal
1,1002,ID1003,1,normal
1,1006,ID1007,1,normal
1,1010,ID1011,1,normal
1,1016,ID1017,1,normal
1,1017,ID1018,1,normal
1,1021,ID1022,1,normal
1,1025,ID1026,1,normal
1,1032,ID1033,1,normal
1,1033,ID1034,1,normal
1,1036,ID1037,1,normal
1,1037,ID1038,1,normal
1,1048,ID1049,1,normal
1,1052,ID1053,1,normal
1,1056,ID1057,1,normal
1,1058,ID1059,1,normal
1,1060,ID1061,1,normal
1,1062,ID1063,1,normal
1,1064,ID1065,1,normal
1,1073,ID1074,1,normal
1,1076,ID1077,1,normal
1,1078,ID1079,1,high
1,1081,ID1082,1,low
1,1082,ID1083,1,normal
1,1083,ID1084,1,normal
1,1086,ID1087,1,normal
1,1094,ID1095,1,normal
1,1096,ID1097,1,low
1,1103,ID1104,1,normal
1,1112,ID1113,1,normal
1,1114,ID1115,1,normal
1,1116,ID1117,1,normal
1,1118,ID1119,1,normal
1,1122,ID1123,1,normal
1,1132,ID1133,1,normal
1,1134,ID1135,1,normal
1,1136,ID1137,1,low
1,1137,ID1138,1,normal
1,1140,ID1141,1,normal
1,1141,ID1142,1,high
1,1142,ID1143,1,normal
1,1143,ID1144,1,normal
1,1145,ID1146,1,normal
1,1146,ID1147,1,normal
1,1150,ID1151,1,normal
1,1152,ID1153,1,normal
1,1155,ID1156,1,normal
1,1156,ID1157,1,normal
1,1165,ID1166,1,normal
1,1167,ID1168,1,normal
1,1170,ID1171,1,normal
1,1172,ID1173,1,normal
1,1174,ID1175,1,high
1,1176,ID1177,1,high
1,1179,ID1180,1,normal
1,1184,ID1185,1,normal
1,1188,ID1189,1,high
1,1192,ID1193,1,high
1,1193,ID1194,1,normal
1,1195,ID1196,1,high
1,1198,ID1199,1,normal
1,1200,ID1201,1,normal
1,1204,ID1205,1,high
1,1205,ID1206,1,normal
1,1206,ID1207,1,normal
1,1208,ID1209,1,normal
1,1210,ID1211,1,normal
1,1213,ID1214,1,high
1,1217,ID1218,1,normal
1,1218,ID1219,1,normal
1,1219,ID1220,1,normal
1,1221,ID1222,1,normal
1,1223,ID1224,1,normal
1,1231,ID1232,1,normal
1,1232,ID1233,1,normal
1,1233,ID1234,1,normal
1,1234,ID1235,1,normal
1,1240,ID1241,1,normal
1,1241,ID1242,1,normal
1,1242,ID1243,1,normal
1,1247,ID1248,1,normal
1,1250,ID1251,1,high
1,1258,ID1259,1,normal
1,1260,ID1261,1,normal
1,1263,ID1264,1,normal
1,1265,ID1266,1,normal
1,1269,ID1270,1,normal
1,1278,ID1279,1,normal
1,1280,ID1281,1,normal
1,1282,ID1283,1,normal
1,1285,ID1286,1,normal
1,1290,ID1291,1,normal
1,1293,ID1294,1,low
1,1297,ID1298,1,normal
1,1299,ID1300,1,normal
1,1301,ID1302,1,normal
1,1305,ID1306,1,normal
1,1317,ID1318,1,normal
1,1319,ID1320,1,normal
1,1321,ID1322,1,normal
1,1324,ID1325,1,normal
1,1330,ID1331,1,normal
1,1336,ID1337,1,normal
1,1338,ID1339,1,normal
1,1340,ID1341,1,normal
1,1342,ID1343,1,normal
1,1345,ID1346,1,normal
1,1346,ID1347,1,normal
1,1350,ID1351,1,normal
1,1360,ID1361,1,normal
1,1363,ID1364,1,normal
1,1368,ID1369,1,normal
1,1370,ID1371,1,normal
1,1380,ID1381,1,normal
1,1381,ID1382,1,normal
1,1385,ID1386,1,normal
1,1394,ID1395,1,normal
1,1396,ID1397,1,low
1,1400,ID1401,1,normal
1,1403,ID1404,1,normal
1,1404,ID1405,1,low
1,1406,ID1407,1,normal
1,1407,ID1408,1,normal
1,1414,ID1415,1,normal
1,1415,ID1416,1,normal
1,1416,ID1417,1,normal
1,1418,ID1419,1,normal
1,1422,ID1423,1,normal
1,1427,ID1428,1,low
1,1434,ID1435,1,normal
1,1438,ID1439,1,normal
1,1439,ID1440,1,normal
1,1444,ID1445,1,normal
1,1446,ID1447,1,normal
1,1449,ID1450,1,normal
1,1450,ID1451,1,normal
1,1454,ID1455,1,normal
1,1455,ID1456,1,normal
1,1462,ID1463,1,normal
1,1463,ID1464,1,normal
1,1464,ID1465,1,normal
1,1469,ID1470,1,normal
1,1470,ID1471,1,normal
1,1471,ID1472,1,normal
1,1472,ID1473,1,normal
1,1474,ID1475,1,normal
1,1475,ID1476,1,normal
1,1477,ID1478,1,high
1,1479,ID1480,1,normal
1,1481,ID1482,1,normal
1,1482,ID1483,1,normal
1,1483,ID1484,1,high
1,1484,ID1485,1,normal
1,1486,ID1487,1,normal
1,1488,ID1489,1,normal
1,1489,ID1490,1,normal
1,1490,ID1491,1,normal
1,1499,ID1500,1,normal
1,1503,ID1504,1,normal
1,1508,ID1509,1,normal
1,1509,ID1510,1,normal
1,1510,ID1511,1,normal
1,1511,ID1512,1,normal
1,1515,ID1516,1,normal
1,1516,ID1517,1,normal
1,1517,ID1518,1,normal
1,1524,ID1525,1,normal
1,1526,ID1527,1,normal
1,1529,ID1530,1,normal
1,1531,ID1532,1,normal
1,1534,ID1535,1,normal
1,1535,ID1536,1,normal
1,1536,ID1537,1,normal
1,1537,ID1538,1,normal
1,1539,ID1540,1,normal
1,1543,ID1544,1,normal
1,1545,ID1546,1,normal
1,1547,ID1548,1,normal
1,1551,ID1552,1,normal
1,1555,ID1556,1,normal
1,1556,ID1557,1,normal
1,1559,ID1560,1,normal
1,1560,ID1561,1,normal
1,1561,ID1562,1,normal
1,1562,ID1563,1,normal
1,1563,ID1564,1,normal
1,1566,ID1567,1,normal
1,1569,ID1570,1,high
1,1570,ID1571,1,normal
1,1573,ID1574,1,normal
1,1576,ID1577,1,normal
1,1577,ID1578,1,high
1,1579,ID1580,1,normal
1,1593,ID1594,1,normal
1,1594,ID1595,1,normal
1,1596,ID1597,1,normal
1,1599,ID1600,1,high
1,1607,ID1608,1,normal
1,1610,ID1611,1,normal
1,1612,ID1613,1,high
1,1614,ID1615,1,normal
1,1616,ID1617,1,normal
1,1617,ID1618,1,normal
1,1627,ID1628,1,normal
1,1630,ID1631,1,normal
1,1631,ID1632,1,normal
1,1632,ID1633,1,normal
1,1633,ID1634,1,normal
1,1637,ID1638,1,normal
1,1639,ID1640,1,normal
1,1643,ID1644,1,normal
1,1660,ID1661,1,normal
1,1661,ID1662,1,normal
1,1662,ID1663,1,normal
1,1665,ID1666,1,high
1,1668,ID1669,1,high
1,1673,ID1674,1,normal
1,1676,ID1677,1,high
1,1680,ID1681,1,normal
1,1686,ID1687,1,normal
1,1690,ID1691,1,normal
1,1693,ID1694,1,normal
1,1694,ID1695,1,normal
1,1697,ID1698,1,normal
1,1708,ID1709,1,normal
1,1709,ID1710,1,normal
1,1710,ID1711,1,normal
1,1711,ID1712,1,normal
1,1712,ID1713,1,normal
1,1716,ID1717,1,normal
1,1721,ID1722,1,normal
1,1722,ID1723,1,normal
1,1724,ID1725,1,high
1,1725,ID1726,1,normal
1,1729,ID1730,1,normal
1,1733,ID1734,1,normal
1,1735,ID1736,1,normal
1,1736,ID1737,1,normal
1,1745,ID1746,1,normal
1,1748,ID1749,1,normal
1,1750,ID1751,1,normal
1,1767,ID1768,1,high
1,1768,ID1769,1,normal
1,1773,ID1774,1,normal
1,1776,ID1777,1,high
1,1779,ID1780,1,normal
1,1780,ID1781,1,high
1,1782,ID1783,1,low
1,1783,ID1784,1,high
1,1795,ID1796,1,normal
1,1796,ID1797,1,normal
1,1798,ID1799,1,normal
1,1801,ID1802,1,low
1,1806,ID1807,1,normal
1,1807,ID1808,1,normal
1,1808,ID1809,1,normal
1,1811,ID1812,1,normal
1,1813,ID1814,1,normal
1,1814,ID1815,1,normal
1,1820,ID1821,1,high
1,1821,ID1822,1,normal
1,1823,ID1824,1,normal
1,1828,ID1829,1,normal
1,1831,ID1832,1,normal
1,1833,ID1834,1,normal
1,1835,ID1836,1,normal
1,1839,ID1840,1,normal
1,1842,ID1843,1,normal
1,1845,ID1846,1,normal
1,1846,ID1847,1,normal
1,1848,ID1849,1,low
1,1849,ID1850,1,normal
1,1850,ID1851,1,normal
1,1853,ID1854,1,normal
1,1859,ID1860,1,normal
1,1861,ID1862,1,normal
1,1863,ID1864,1,normal
1,1867,ID1868,1,high
1,1869,ID1870,1,normal
1,1870,ID1871,1,normal
1,1872,ID1873,1,normal
1,1873,ID1874,1,normal
1,1875,ID1876,1,normal
1,1879,ID1880,1,normal
1,1880,ID1881,1,normal
1,1883,ID1884,1,normal
1,1884,ID1885,1,normal
1,1885,ID1886,1,normal
1,1888,ID1889,1,normal
1,1891,ID1892,1,normal
1,1893,ID1894,1,normal
1,1894,ID1895,1,high
1,1898,ID1899,1,normal
1,1903,ID1904,1,normal
1,1906,ID1907,1,normal
1,1907,ID1908,1,normal
1,1912,ID1913,1,normal
1,1913,ID1914,1,normal
1,1914,ID1915,1,normal
1,1919,ID1920,1,normal
1,1920,ID1921,1,low
1,1923,ID1924,1,normal
1,1925,ID1926,1,normal
1,1926,ID1927,1,normal
1,1932,ID1933,1,normal
1,1934,ID1935,1,normal
1,1935,ID1936,1,normal
1,1936,ID1937,1,high
1,1937,ID1938,1,normal
1,1945,ID1946,1,normal
1,1947,ID1948,1,normal
1,1948,ID1949,1,normal
1,1952,ID1953,1,low
1,1953,ID1954,1,normal
1,1956,ID1957,1,normal
1,1963,ID1964,1,normal
1,1977,ID1978,1,high
1,1978,ID1979,1,normal
1,1979,ID1980,1,normal
1,1981,ID1982,1,normal
1,1982,ID1983,1,normal
1,1983,ID1984,1,normal
1,1995,ID1996,1,normal
1,1997,ID1998,1,normal
1,1998,ID1999,1,normal
1,2009,ID2010,1,normal
1,2012,ID2013,1,normal
1,2013,ID2014,1,normal
1,2014,ID2015,1,normal
1,2019,ID2020,1,normal
1,2035,ID2036,1,normal
1,2042,ID2043,1,normal
1,2045,ID2046,1,normal
1,2047,ID2048,1,normal
1,2048,ID2049,1,normal
1,2050,ID2051,1,normal
1,2051,ID2052,1,normal
1,2053,ID2054,1,normal
1,2054,ID2055,1,normal
1,2055,ID2056,1,normal
1,2058,ID2059,1,normal
1,2059,ID2060,1,normal
1,2067,ID2068,1,normal
1,2073,ID2074,1,normal
1,2081,ID2082,1,normal
1,2082,ID2083,1,normal
1,2083,ID2084,1,normal
1,2084,ID2085,1,normal
1,2085,ID2086,1,normal
1,2088,ID2089,1,normal
1,2089,ID2090,1,normal
1,2097,ID2098,1,low
1,2100,ID2101,1,normal
1,2101,ID2102,1,normal
1,2103,ID2104,1,normal
1,2109,ID2110,1,normal
1,2111,ID2112,1,high
1,2114,ID2115,1,normal
1,2116,ID2117,1,high
1,2118,ID2119,1,normal
1,2119,ID2120,1,low
1,2122,ID2123,1,normal
1,2123,ID2124,1,low
1,2124,ID2125,1,low
1,2126,ID2127,1,normal
1,2128,ID2129,1,normal
1,2129,ID2130,1,normal
1,2132,ID2133,1,low
1,2136,ID2137,1,high
1,2137,ID2138,1,normal
1,2145,ID2146,1,normal
1,2147,ID2148,1,normal
1,2152,ID2153,1,high
1,2155,ID2156,1,normal
1,2163,ID2164,1,normal
1,2167,ID2168,1,normal
1,2169,ID2170,1,normal
1,2176,ID2177,1,low
1,2178,ID2179,1,high
1,2185,ID2186,1,high
1,2191,ID2192,1,normal
1,2192,ID2193,1,normal
1,2197,ID2198,1,normal
1,2200,ID2201,1,normal
1,2201,ID2202,1,normal
1,2205,ID2206,1,normal
1,2209,ID2210,1,high
1,2210,ID2211,1,normal
1,2213,ID2214,1,normal
1,2215,ID2216,1,normal
1,2225,ID2226,1,normal
1,2229,ID2230,1,normal
1,2231,ID2232,1,normal
1,2232,ID2233,1,normal
1,2233,ID2234,1,normal
1,2238,ID2239,1,normal
1,2239,ID2240,1,normal
1,2240,ID2241,1,normal
1,2243,ID2244,1,normal
1,2247,ID2248,1,normal
1,2248,ID2249,1,normal
1,2250,ID2251,1,high
1,2252,ID2253,1,normal
1,2256,ID2257,1,high
1,2258,ID2259,1,normal
1,2263,ID2264,1,normal
1,2266,ID2267,1,normal
1,2268,ID2269,1,normal
1,2270,ID2271,1,normal
1,2272,ID2273,1,high
1,2275,ID2276,1,normal
1,2276,ID2277,1,normal
1,2278,ID2279,1,normal
1,2279,ID2280,1,high
1,2285,ID2286,1,normal
1,2286,ID2287,1,normal
1,2289,ID2290,1,normal
1,2294,ID2295,1,normal
1,2295,ID2296,1,normal
1,2300,ID2301,1,normal
1,2302,ID2303,1,normal
1,2304,ID2305,1,normal
1,2306,ID2307,1,high
1,2307,ID2308,1,normal
1,2308,ID2309,1,normal
1,2310,ID2311,1,normal
1,2314,ID2315,1,normal
1,2318,ID2319,1,normal
1,2319,ID2320,1,normal
1,2321,ID2322,1,normal
1,2323,ID2324,1,normal
1,2326,ID2327,1,normal
1,2330,ID2331,1,normal
1,2331,ID2332,1,normal
1,2332,ID2333,1,normal
1,2348,ID2349,1,normal
1,2350,ID2351,1,normal
1,2355,ID2356,1,normal
1,2356,ID2357,1,normal
1,2359,ID2360,1,normal
1,2365,ID2366,1,normal
1,2366,ID2367,1,normal
1,2369,ID2370,1,normal
1,2370,ID2371,1,normal
1,2371,ID2372,1,high
1,2372,ID2373,1,normal
1,2374,ID2375,1,normal
1,2377,ID2378,1,normal
1,2378,ID2379,1,high
1,2379,ID2380,1,normal
1,2387,ID2388,1,normal
1,2388,ID2389,1,normal
1,2389,ID2390,1,normal
1,2395,ID2396,1,normal
1,2397,ID2398,1,normal
1,2398,ID2399,1,normal
1,2401,ID2402,1,normal
1,2402,ID2403,1,normal
1,2404,ID2405,1,normal
1,2409,ID2410,1,normal
1,2413,ID2414,1,normal
1,2418,ID2419,1,normal
1,2422,ID2423,1,normal
1,2424,ID2425,1,normal
1,2425,ID2426,1,normal
1,2426,ID2427,1,normal
1,2429,ID2430,1,normal
1,2433,ID2434,1,normal
1,2438,ID2439,1,high
1,2441,ID2442,1,normal
1,2443,ID2444,1,normal
1,2444,ID2445,1,normal
1,2446,ID2447,1,normal
1,2447,ID2448,1,normal
1,2448,ID2449,1,normal
1,2451,ID2452,1,normal
1,2455,ID2456,1,normal
1,2457,ID2458,1,normal
1,2470,ID2471,1,normal
1,2473,ID2474,1,normal
1,2474,ID2475,1,normal
1,2475,ID2476,1,normal
1,2482,ID2483,1,normal
1,2487,ID2488,1,normal
1,2492,ID2493,1,normal
1,2493,ID2494,1,normal
1,2494,ID2495,1,normal
1,2496,ID2497,1,normal
1,2499,ID2500,1,normal
1,2500,ID2501,1,normal
1,2501,ID2502,1,normal
1,2504,ID2505,1,normal
1,2516,ID2517,1,normal
1,2517,ID2518,1,normal
1,2523,ID2524,1,normal
1,2524,ID2525,1,normal
1,2530,ID2531,1,normal
1,2531,ID2532,1,normal
1,2536,ID2537,1,normal
1,2544,ID2545,1,normal
1,2546,ID2547,1,normal
1,2548,ID2549,1,low
1,2551,ID2552,1,normal
1,2553,ID2554,1,normal
1,2561,ID2562,1,low
1,2565,ID2566,1,normal
1,2566,ID2567,1,normal
1,2567,ID2568,1,high
1,2569,ID2570,1,normal
1,2571,ID2572,1,normal
1,2572,ID2573,1,normal
1,2579,ID2580,1,normal
1,2583,ID2584,1,high
1,2584,ID2585,1,normal
1,2589,ID2590,1,normal
1,2591,ID2592,1,normal
1,2592,ID2593,1,normal
1,2597,ID2598,1,normal
1,2599,ID2600,1,normal
1,2601,ID2602,1,normal
1,2603,ID2604,1,normal
1,2608,ID2609,1,high
1,2612,ID2613,1,normal
1,2619,ID2620,1,normal
1,2621,ID2622,1,high
1,2623,ID2624,1,normal
1,2625,ID2626,1,normal
1,2629,ID2630,1,normal
1,2633,ID2634,1,high
1,2637,ID2638,1,normal
1,2639,ID2640,1,normal
1,2644,ID2645,1,normal
1,2651,ID2652,1,normal
1,2652,ID2653,1,normal
1,2654,ID2655,1,normal
1,2655,ID2656,1,normal
1,2661,ID2662,1,normal
1,2663,ID2664,1,normal
1,2669,ID2670,1,normal
1,2670,ID2671,1,normal
1,2671,ID2672,1,normal
1,2672,ID2673,1,normal
1,2674,ID2675,1,normal
1,2681,ID2682,1,normal
1,2682,ID2683,1,normal
1,2683,ID2684,1,normal
1,2685,ID2686,1,normal
1,2690,ID2691,1,normal
1,2694,ID2695,1,normal
1,2701,ID2702,1,normal
1,2704,ID2705,1,normal
1,2707,ID2708,1,normal
1,2708,ID2709,1,normal
1,2709,ID2710,1,normal
1,2711,ID2712,1,normal
1,2712,ID2713,1,normal
1,2719,ID2720,1,normal
1,2720,ID2721,1,normal
1,2721,ID2722,1,normal
1,2724,ID2725,1,high
1,2727,ID2728,1,normal
1,2728,ID2729,1,normal
1,2730,ID2731,1,normal
1,2735,ID2736,1,normal
1,2736,ID2737,1,normal
1,2737,ID2738,1,normal
1,2739,ID2740,1,normal
1,2740,ID2741,1,normal
1,2742,ID2743,1,normal
1,2749,ID2750,1,normal
1,2750,ID2751,1,normal
1,2753,ID2754,1,normal
1,2756,ID2757,1,normal
1,2757,ID2758,1,normal
1,2758,ID2759,1,high
1,2760,ID2761,1,normal
1,2763,ID2764,1,normal
1,2768,ID2769,1,normal
1,2774,ID2775,1,normal
1,2781,ID2782,1,normal
1,2791,ID2792,1,normal
1,2797,ID2798,1,normal
1,2800,ID2801,1,normal
1,2803,ID2804,1,normal
1,2804,ID2805,1,normal
1,2808,ID2809,1,normal
1,2810,ID2811,1,normal
1,2812,ID2813,1,normal
1,2815,ID2816,1,high
1,2818,ID2819,1,normal
1,2819,ID2820,1,normal
1,2820,ID2821,1,normal
1,2821,ID2822,1,normal
1,2826,ID2827,1,normal
1,2827,ID2828,1,normal
1,2828,ID2829,1,normal
1,2829,ID2830,1,high
1,2834,ID2835,1,normal
1,2836,ID2837,1,normal
1,2838,ID2839,1,normal
1,2841,ID2842,1,normal
1,2846,ID2847,1,normal
1,2847,ID2848,1,normal
1,2849,ID2850,1,normal
1,2850,ID2851,1,normal
1,2853,ID2854,1,high
1,2855,ID2856,1,normal
1,2857,ID2858,1,normal
1,2860,ID2861,1,normal
1,2863,ID2864,1,normal
1,2867,ID2868,1,normal
1,2868,ID2869,1,high
1,2871,ID2872,1,normal
1,2874,ID2875,1,normal
1,2877,ID2878,1,normal
1,2879,ID2880,1,normal
1,2883,ID2884,1,normal
1,2884,ID2885,1,normal
1,2885,ID2886,1,normal
1,2886,ID2887,1,normal
1,2890,ID2891,1,normal
1,2893,ID2894,1,normal
1,2894,ID2895,1,normal
1,2895,ID2896,1,normal
1,2899,ID2900,1,normal
1,2905,ID2906,1,normal
1,2914,ID2915,1,normal
1,2917,ID2918,1,normal
1,2919,ID2920,1,normal
1,2921,ID2922,1,normal
1,2923,ID2924,1,normal
1,2927,ID2928,1,normal
1,2928,ID2929,1,normal
1,2929,ID2930,1,normal
1,2935,ID2936,1,normal
1,2938,ID2939,1,normal
1,2944,ID2945,1,normal
1,2948,ID2949,1,normal
1,2951,ID2952,1,normal
1,2953,ID2954,1,normal
1,2956,ID2957,1,normal
1,2957,ID2958,1,normal
1,2964,ID2965,1,normal
1,2965,ID2966,1,normal
1,2972,ID2973,1,normal
1,2975,ID2976,1,normal
1,2987,ID2988,1,normal
1,2991,ID2992,1,normal
1,2994,ID2995,1,normal
1,3000,ID3001,1,normal
1,3001,ID3002,1,normal
1,3002,ID3003,1,normal
1,3003,ID3004,1,normal
1,3009,ID3010,1,normal
1,3011,ID3012,1,normal
1,3012,ID3013,1,normal
1,3013,ID3014,1,high
1,3014,ID3015,1,high
1,3016,ID3017,1,normal
1,3019,ID3020,1,normal
1,3023,ID3024,1,high
1,3027,ID3028,1,normal
1,3029,ID3030,1,normal
1,3034,ID3035,1,normal
1,3035,ID3036,1,normal
1,3036,ID3037,1,normal
1,3037,ID3038,1,normal
1,3038,ID3039,1,normal
1,3042,ID3043,1,normal
1,3043,ID3044,1,normal
1,3044,ID3045,1,normal
1,3046,ID3047,1,normal
1,3048,ID3049,1,normal
1,3050,ID3051,1,normal
1,3052,ID3053,1,normal
1,3054,ID3055,1,normal
1,3056,ID3057,1,normal
1,3062,ID3063,1,high
1,3063,ID3064,1,normal
1,3064,ID3065,1,normal
1,3071,ID3072,1,normal
1,3077,ID3078,1,normal
1,3078,ID3079,1,normal
1,3080,ID3081,1,normal
1,3081,ID3082,1,normal
1,3082,ID3083,1,normal
1,3087,ID3088,1,normal
1,3092,ID3093,1,normal
1,3094,ID3095,1,normal
1,3104,ID3105,1,normal
1,3106,ID3107,1,normal
1,3111,ID3112,1,normal
1,3112,ID3113,1,high
1,3114,ID3115,1,normal
1,3115,ID3116,1,normal
1,3116,ID3117,1,normal
1,3118,ID3119,1,normal
1,3119,ID3120,1,normal
1,3121,ID3122,1,normal
1,3126,ID3127,1,normal
1,3127,ID3128,1,normal
1,3129,ID3130,1,normal
1,3130,ID3131,1,normal
1,3131,ID3132,1,normal
1,3134,ID3135,1,normal
1,3135,ID3136,1,normal
1,3139,ID3140,1,normal
1,3142,ID3143,1,normal
1,3145,ID3146,1,normal
1,3156,ID3157,1,normal
1,3157,ID3158,1,normal
1,3160,ID3161,1,normal
1,3163,ID3164,1,normal
1,3169,ID3170,1,normal
1,3170,ID3171,1,normal
1,3171,ID3172,1,normal
1,3173,ID3174,1,normal
1,3175,ID3176,1,normal
1,3177,ID3178,1,high
1,3179,ID3180,1,low
1,3180,ID3181,1,normal
1,3182,ID3183,1,normal
1,3183,ID3184,1,normal
1,3185,ID3186,1,normal
1,3186,ID3187,1,normal
1,3189,ID3190,1,normal
1,3193,ID3194,1,normal
1,3195,ID3196,1,normal
1,3196,ID3197,1,normal
1,3197,ID3198,1,normal
1,3199,ID3200,1,normal
1,3200,ID3201,1,normal
1,3201,ID3202,1,normal
1,3203,ID3204,1,normal
1,3204,ID3205,1,normal
1,3205,ID3206,1,normal
1,3211,ID3212,1,normal
1,3217,ID3218,1,normal
1,3222,ID3223,1,normal
1,3225,ID3226,1,normal
1,3227,ID3228,1,normal
1,3231,ID3232,1,normal
1,3242,ID3243,1,normal
1,3245,ID3246,1,normal
1,3246,ID3247,1,normal
1,3249,ID3250,1,high
1,3250,ID3251,1,normal
1,3253,ID3254,1,normal
1,3254,ID3255,1,normal
1,3258,ID3259,1,normal
1,3260,ID3261,1,normal
1,3262,ID3263,1,normal
1,3264,ID3265,1,normal
1,3265,ID3266,1,normal
1,3270,ID3271,1,normal
1,3271,ID3272,1,normal
1,3272,ID3273,1,normal
1,3279,ID3280,1,normal
1,3284,ID3285,1,normal
1,3285,ID3286,1,normal
1,3287,ID3288,1,normal
1,3293,ID3294,1,normal
1,3294,ID3295,1,normal
1,3295,ID3296,1,normal
1,3296,ID3297,1,normal
1,3300,ID3301,1,normal
1,3301,ID3302,1,normal
1,3304,ID3305,1,normal
1,3305,ID3306,1,normal
1,3306,ID3307,1,high
1,3309,ID3310,1,normal
1,3310,ID3311,1,normal
1,3311,ID3312,1,normal
1,3317,ID3318,1,low
1,3319,ID3320,1,normal
1,3322,ID3323,1,normal
1,3323,ID3324,1,normal
1,3324,ID3325,1,normal
1,3327,ID3328,1,normal
1,3329,ID3330,1,normal
1,3331,ID3332,1,normal
1,3339,ID3340,1,normal
1,3344,ID3345,1,normal
1,3346,ID3347,1,normal
1,3347,ID3348,1,normal
1,3352,ID3353,1,normal
1,3355,ID3356,1,normal
1,3361,ID3362,1,normal
1,3364,ID3365,1,normal
1,3366,ID3367,1,normal
1,3367,ID3368,1,normal
1,3370,ID3371,1,normal
1,3372,ID3373,1,normal
1,3373,ID3374,1,normal
1,3374,ID3375,1,normal
1,3375,ID3376,1,high
1,3376,ID3377,1,normal
1,3381,ID3382,1,normal
1,3384,ID3385,1,high
1,3385,ID3386,1,normal
1,3388,ID3389,1,normal
1,3392,ID3393,1,normal
1,3396,ID3397,1,normal
1,3397,ID3398,1,normal
1,3399,ID3400,1,normal
1,3400,ID3401,1,normal
1,3407,ID3408,1,normal
1,3408,ID3409,1,normal
1,3415,ID3416,1,normal
1,3416,ID3417,1,normal
1,3420,ID3421,1,normal
1,3423,ID3424,1,normal
1,3424,ID3425,1,normal
1,3427,ID3428,1,normal
1,3428,ID3429,1,normal
1,3430,ID3431,1,normal
1,3435,ID3436,1,normal
1,3436,ID3437,1,normal
1,3437,ID3438,1,high
1,3438,ID3439,1,high
1,3439,ID3440,1,normal
1,3448,ID3449,1,normal
1,3450,ID3451,1,normal
1,3456,ID3457,1,high
1,3460,ID3461,1,normal
1,3463,ID3464,1,normal
1,3467,ID3468,1,normal
1,3481,ID3482,1,normal
1,3483,ID3484,1,normal
1,3489,ID3490,1,normal
1,3494,ID3495,1,normal
1,3496,ID3497,1,normal
1,3497,ID3498,1,normal
1,3500,ID3501,1,normal
1,3501,ID3502,1,high
1,3502,ID3503,1,normal
1,3504,ID3505,1,normal
1,3508,ID3509,1,normal
1,3513,ID3514,1,normal
1,3517,ID3518,1,normal
1,3518,ID3519,1,normal
1,3523,ID3524,1,normal
1,3524,ID3525,1,normal
1,3528,ID3529,1,normal
1,3530,ID3531,1,normal
1,3536,ID3537,1,normal
1,3543,ID3544,1,high
1,3548,ID3549,1,normal
1,3549,ID3550,1,normal
1,3551,ID3552,1,normal
1,3552,ID3553,1,normal
1,3556,ID3557,1,normal
1,3566,ID3567,1,normal
1,3567,ID3568,1,normal
1,3569,ID3570,1,normal
1,3572,ID3573,1,normal
1,3574,ID3575,1,low
1,3577,ID3578,1,normal
1,3579,ID3580,1,normal
1,3580,ID3581,1,normal
1,3582,ID3583,1,normal
1,3583,ID3584,1,normal
1,3584,ID3585,1,normal
1,3586,ID3587,1,normal
1,3590,ID3591,1,normal
1,3592,ID3593,1,normal
1,3593,ID3594,1,normal
1,3597,ID3598,1,normal
1,3599,ID3600,1,high
1,3600,ID3601,1,normal
1,3603,ID3604,1,normal
1,3608,ID3609,1,normal
1,3610,ID3611,1,normal
1,3611,ID3612,1,normal
1,3613,ID3614,1,normal
1,3614,ID3615,1,normal
1,3615,ID3616,1,normal
1,3616,ID3617,1,normal
1,3617,ID3618,1,normal
1,3618,ID3619,1,normal
1,3628,ID3629,1,normal
1,3633,ID3634,1,normal
1,3640,ID3641,1,normal
1,3641,ID3642,1,normal
1,3645,ID3646,1,normal
1,3647,ID3648,1,normal
1,3652,ID3653,1,normal
1,3664,ID3665,1,high
1,3668,ID3669,1,normal
1,3669,ID3670,1,normal
1,3670,ID3671,1,normal
1,3674,ID3675,1,normal
1,3678,ID3679,1,normal
1,3681,ID3682,1,normal
1,3682,ID3683,1,normal
1,3684,ID3685,1,normal
1,3685,ID3686,1,normal
1,3686,ID3687,1,normal
1,3689,ID3690,1,normal
1,3690,ID3691,1,normal
1,3691,ID3692,1,normal
1,3692,ID3693,1,normal
1,3698,ID3699,1,normal
1,3704,ID3705,1,normal
1,3705,ID3706,1,normal
1,3708,ID3709,1,normal
1,3710,ID3711,1,normal
1,3711,ID3712,1,normal
1,3720,ID3721,1,normal
1,3722,ID3723,1,high
1,3723,ID3724,1,normal
1,3728,ID3729,1,normal
1,3731,ID3732,1,normal
1,3734,ID3735,1,normal
1,3737,ID3738,1,normal
1,3739,ID3740,1,normal
1,3740,ID3741,1,normal
1,3742,ID3743,1,normal
1,3743,ID3744,1,normal
1,3744,ID3745,1,normal
1,3745,ID3746,1,high
1,3747,ID3748,1,normal
1,3753,ID3754,1,normal
1,3755,ID3756,1,normal
1,3757,ID3758,1,normal
1,3759,ID3760,1,high
1,3760,ID3761,1,normal
1,3765,ID3766,1,normal
1,3767,ID3768,1,normal
1,3768,ID3769,1,normal
1,3770,ID3771,1,normal
1,3771,ID3772,1,normal
1,3772,ID3773,1,normal
1,3782,ID3783,1,high
1,3788,ID3789,1,high
