household_ID,percent_low_pf,num_records
ID5287,35.49429248330821,4643
ID3068,35.459801021780045,14876
ID4371,35.39596024366784,3119
ID5330,35.239415468145324,17313
ID5325,35.23921568627451,12750
ID3640,35.15875133404482,14992
ID4567,35.099787301443634,22097
ID3385,34.99739214663587,13421
ID0264,34.98404313854957,18174
ID5080,34.962072028975605,14633
ID4247,34.816095567431624,19086
ID2142,34.71499260972945,15561
ID5423,34.659090909090914,8800
ID5365,34.61399057629576,16554
ID1680,34.57943925233645,321
ID5511,34.53350220131476,16581
ID1054,34.513069627573444,8646
ID5516,34.39940890859194,9474
ID3763,34.393499709808474,8615
ID4740,34.36980379115398,6014
ID4314,34.36105476673428,17255
ID3238,34.35179411597982,17641
ID5346,34.1750075826509,13188
ID4183,34.147386461011145,16338
ID5100,34.1171935235158,18158
ID5486,34.11292227734467,8466
ID1139,34.069016619032496,18894
ID4805,34.066421855453775,24781
ID4948,33.98327147842464,18053
ID3794,33.942255592538125,12919
ID4288,33.85290692466183,22326
ID4187,33.81167899326636,18118
ID5492,33.7636965939013,11773
ID2221,33.65155131264916,419
ID0954,33.636757693974864,13842
ID0246,33.61017982322463,13124
ID3222,33.59180479476417,14057
ID5520,33.55190042231607,8998
ID3624,33.519959281611285,13753
ID5244,33.49652151507343,15524
ID3480,33.28925429770597,17393
ID2313,33.265754350397025,17757
ID2027,33.23019801980198,8080
ID5326,33.17683881064163,13419
ID3454,33.14906595501335,20984
ID1795,33.136144325571635,23835
ID5522,33.09418409403145,13102
ID5482,32.83138129763897,10758
ID4317,32.692964064557025,20509
ID1448,32.68561159159834,17806
ID4693,32.5528745904081,16785
ID4210,32.401839405730456,25443
ID3282,32.21096712127214,17671
ID4987,32.13247843535218,21679
ID2845,32.05282691473466,20747
ID5369,32.0481755986317,14032
ID5145,31.864967201749238,18751
ID1462,31.85271154251952,18956
ID1051,31.8209179834462,13290
ID3803,31.746324376641933,21697
ID4153,31.726036098025723,18893
ID4778,31.616054791761094,19857
ID4683,31.578633954623953,16793
ID5302,31.5265274851561,20884
ID5293,31.490552834149753,7145
ID2220,31.3609760936415,20162
ID0417,31.292998135407963,15553
ID2422,31.19088319088319,8775
ID1762,30.807210931220574,8709
ID5491,30.684222901481306,8506
ID4691,30.26598282442748,16768
ID0276,30.23634390449777,16586
ID3671,30.229296683262042,14261
ID5568,30.191035085528778,16018
ID4850,30.175032547374514,6913
ID2194,30.083342847357002,8759
ID5439,30.057330057330056,3663
